h_entity,t_entity,relation
23893,21902,0
28277,6287,0
28800,6703,0
19303,29641,0
22505,26370,0
18408,10930,0
29508,3216,0
21698,13406,0
14059,4040,0
20563,4983,0
14025,2728,0
29478,18025,0
23019,23292,0
17343,6269,0
6744,29801,0
19061,17891,0
7025,2235,0
17325,25556,0
18466,15250,0
29409,23837,0
2622,26827,0
24673,18428,0
21112,20945,0
820,22799,0
985,4354,0
15729,5232,0
7472,9084,0
29009,20413,0
25269,12586,0
18174,3216,0
5017,18753,0
19170,9859,0
19690,16432,0
20917,23063,0
1529,11636,0
10169,7596,0
14117,10366,0
14132,2574,0
21465,5540,0
26959,12766,0
8767,22664,0
791,13197,0
12529,17300,0
28190,7331,0
18745,26096,0
21646,12368,0
15708,23520,0
3203,16932,0
28457,12727,0
14103,5555,0
24920,5203,0
7232,22922,0
29964,25301,0
14844,21732,0
20666,20995,0
27256,2465,0
4854,26179,0
95,19651,0
11605,4626,0
15794,27194,0
20452,1755,0
25116,11137,0
13304,27004,0
28654,17303,0
2249,1980,0
5694,2646,0
12917,23782,0
28337,18992,0
4066,21584,0
5249,3760,0
26151,1990,0
6883,24595,0
27591,22425,0
1250,11142,0
22877,1057,0
19626,21849,0
27156,17072,0
2580,8963,0
17965,18104,0
29966,10243,0
8370,4380,0
5295,15317,0
29412,3171,0
29307,13678,0
12492,26198,0
19199,9011,0
6991,9663,0
13431,13926,0
4172,14638,0
14630,23907,0
1184,9308,0
18558,5100,0
22653,745,0
19321,16919,0
21495,26739,0
258,8325,0
27806,1340,0
844,18629,0
25344,4439,0
25040,2880,0
1841,3753,0
21050,19357,0
19081,18087,0
9892,24947,0
14190,18275,0
15240,304,0
30527,20879,0
10829,1585,0
14258,20017,0
7274,3602,0
17694,13319,0
9503,2835,0
3822,6972,0
3841,16108,0
15997,21469,0
25155,626,0
10449,14059,0
21476,8585,0
10413,18132,0
7164,13799,0
26590,10270,0
12945,29294,0
15252,15541,0
23639,26432,0
18358,17946,0
2377,53,0
27220,9289,0
7834,15147,0
15021,27929,0
8591,26254,0
14313,27657,0
25479,10144,0
7679,12189,0
5831,29247,0
5506,30322,0
11365,11160,0
17564,25305,0
8739,22063,0
15555,20925,0
18406,23125,0
4904,12023,0
19581,3379,0
16251,23488,0
26240,16476,0
24638,19142,0
5535,16481,0
4080,13541,0
1517,21956,0
14988,19320,0
3847,21638,0
18112,13724,0
30475,7437,0
2961,19340,0
2575,3259,0
27137,12029,0
18988,11642,0
11822,21560,0
22504,19238,0
6033,19522,0
14362,16719,0
2999,18869,0
19556,16822,0
23968,4504,0
1154,8605,0
1197,18894,0
1813,25013,0
21942,4690,0
15108,5313,0
23930,26107,0
10236,9477,0
24780,24678,0
15276,17217,0
7072,10458,0
22926,14161,0
26665,16756,0
29526,5102,0
13370,26780,0
19287,15194,0
13410,6683,0
28850,28515,0
24072,3147,0
8581,12145,0
26471,28867,0
23967,2748,0
28148,28451,0
4594,8397,0
24836,7852,0
25953,2642,0
14187,15495,0
9854,7031,0
157,6841,0
21410,30537,0
30527,217,0
11049,1763,0
26565,30470,0
14122,6495,0
16468,1723,0
29592,11488,0
12232,26574,0
15631,22398,0
16416,25179,0
8817,23560,0
29274,11323,0
16425,17428,0
21368,15914,0
4983,2861,0
18290,4832,0
14377,29245,0
19008,3645,0
13265,24818,0
1933,21077,0
9821,22690,0
17992,23641,0
18632,27227,0
25131,11343,0
2973,4592,0
11841,29311,0
24443,4989,0
10734,13251,0
23380,19725,0
28389,19259,0
3190,22281,0
23861,15460,0
12337,9985,0
11264,7264,0
12436,7566,0
9916,13777,0
5750,23139,0
11625,24909,0
22486,15202,0
29050,20737,0
30227,23579,0
16797,28417,0
7296,6855,0
1048,625,0
14883,5758,0
26025,20227,0
28179,19538,0
16998,15114,0
11307,14232,0
2175,7049,0
94,15318,0
24316,3167,0
3521,5114,0
18382,8966,0
12263,19062,0
25304,7612,0
6938,29196,0
2036,1441,0
22259,27810,0
27757,11177,0
4332,20677,0
30229,27014,0
29161,19922,0
26104,29689,0
29839,6668,0
24885,14286,0
20188,11547,0
12031,25996,0
7028,17089,0
1451,27867,0
11437,21328,0
27720,24548,0
27278,8835,0
28692,10106,0
29961,13539,0
19218,26053,0
15490,12635,0
27459,16388,0
11522,14830,0
1471,23637,0
20526,2014,0
16204,26386,0
13258,29292,0
30033,6490,0
11031,26070,0
14400,5732,0
8535,7390,0
25488,23217,0
29015,27191,0
19901,10053,0
4789,4654,0
21721,28527,0
16794,17761,0
11766,28393,0
13226,27359,0
435,16752,0
19922,13387,0
20907,19700,0
8945,5152,0
7712,24489,0
15155,16497,0
3514,6199,0
15073,3892,0
17201,1287,0
8850,29933,0
5359,26893,0
26686,23491,0
26210,13164,0
20993,10281,0
26294,16627,0
22210,8848,0
28616,8855,0
4055,2777,0
8755,5436,0
25824,396,0
1313,30658,0
19134,29310,0
18607,18388,0
7939,17147,0
8185,19392,0
4211,20965,0
14327,5024,0
13642,14247,0
28700,22250,0
21021,13555,0
5478,23073,0
5232,19897,0
15843,17685,0
23490,17477,0
24890,15356,0
4430,2434,0
26076,18410,0
8266,16387,0
23579,7817,0
8661,26239,0
26376,29310,0
30023,25843,0
24694,8685,0
28977,4483,0
5976,9495,0
8249,19590,0
6011,9476,0
5303,17755,0
16173,2033,0
15134,4266,0
27819,5353,0
24389,8023,0
5224,11641,0
18465,8862,0
18765,4449,0
19816,11375,0
6835,3522,0
11028,24817,0
28771,28839,0
12095,12070,0
15038,7401,0
11315,28741,0
28561,6153,0
21212,19543,0
3333,912,0
4406,8949,0
12441,4084,0
14592,5081,0
25580,25549,0
26988,11559,0
1330,3847,0
26088,1267,0
1551,27129,0
26053,12713,0
14568,14602,0
29566,18379,0
24862,17328,0
815,9240,0
29787,8929,0
14115,9436,0
13141,10284,0
324,30550,0
551,20444,0
12013,22674,0
17028,15281,0
12429,13575,0
6621,15872,0
15132,12508,0
27573,18070,0
19671,1828,0
15673,9056,0
18560,14010,0
1266,11421,0
10010,11055,0
2452,24905,0
13813,28127,0
18132,20823,0
5485,11384,0
30510,21523,0
26685,5540,0
8861,13154,0
28813,15963,0
177,25468,0
19591,11404,0
3689,27921,0
21412,19805,0
20960,1956,0
16489,20336,0
27856,5263,0
9741,4803,0
14390,29042,0
5992,22197,0
27302,3461,0
6183,17797,0
23374,15722,0
26779,16078,0
14937,1478,0
2434,17675,0
7441,12366,0
16007,26166,0
2102,12918,0
2451,15268,0
18427,25920,0
28372,17406,0
7977,29443,0
868,10812,0
26576,14502,0
22040,10311,0
16977,16811,0
21897,11253,0
18403,1949,0
237,14236,0
22332,17699,0
25609,13615,0
18611,20168,0
18898,28048,0
28321,28539,0
14456,12817,0
11931,30425,0
889,21734,0
18101,29186,0
29060,6975,0
25395,20733,0
8041,2107,0
20299,15434,0
30273,17836,0
5541,15278,0
15605,28429,0
11761,26887,0
25967,1612,0
1872,16406,0
29804,2845,0
8338,26657,0
1596,8894,0
17157,13752,0
7235,12992,0
17960,12342,0
1775,23865,0
13627,9502,0
23375,3652,0
18062,20716,0
18475,25543,0
21117,172,0
21647,7156,0
8666,4865,0
17811,10552,0
13129,8595,0
28627,17594,0
5611,30122,0
8843,26513,0
3517,1100,0
9491,11077,0
16784,4556,0
690,7255,0
27633,24220,0
26244,25515,0
18035,20998,0
862,24620,0
13584,15664,0
12313,23487,0
17395,29704,0
16272,17169,0
3893,19324,0
17541,7700,0
29292,20994,0
3549,21273,0
23297,14456,0
30345,29673,0
6824,2885,0
3703,30496,0
3522,12777,0
18673,13005,0
6230,30638,0
2128,6687,0
11566,829,0
19559,22239,0
20694,23699,0
25485,3409,0
15584,16124,0
27530,2603,0
15642,4601,0
23693,22553,0
15932,10233,0
11177,18980,0
4429,21664,0
18882,6151,0
21365,22650,0
28955,4308,0
25028,2376,0
23555,2132,0
21977,3716,0
17626,21321,0
8118,30408,0
20358,18942,0
26240,14170,0
30148,27218,0
2100,25382,0
19632,20277,0
13638,16587,0
26474,30581,0
14664,27162,0
22046,19180,0
28697,29225,0
15054,21618,0
1473,17645,0
19297,5222,0
15991,9051,0
2988,29174,0
5523,5106,0
2142,10567,0
21896,14728,0
10592,26864,0
6762,29069,0
8543,29458,0
2377,27917,0
24503,12865,0
14568,7586,0
5159,4661,0
16913,28809,0
26872,6504,0
28873,8186,0
17830,2566,0
5129,5131,0
10183,21166,0
9869,1859,0
10544,12736,0
2491,7632,0
29699,29475,0
23611,19813,0
6723,2000,0
3250,3277,0
16543,4718,0
10139,28312,0
5939,1167,0
11304,28182,0
3942,30139,0
15758,1232,0
8110,15930,0
27728,17926,0
16555,29350,0
18735,15578,0
25232,22133,0
24231,799,0
14927,22030,0
21315,5123,0
302,1706,0
12741,26669,0
4576,25920,0
4668,14929,0
9933,28037,0
3808,21505,0
30410,29440,0
20833,42,0
16441,18320,0
19149,28248,0
11204,24063,0
28351,29290,0
11756,13791,0
23162,18055,0
14633,5338,0
21289,1234,0
15183,9128,0
19028,27323,0
28904,27420,0
23223,30422,0
19529,11734,0
8554,3429,0
10854,16575,0
3352,25174,0
24361,12536,0
10502,20598,0
5071,6430,0
15219,2844,0
17224,14366,0
16053,2039,0
7457,26234,0
18058,10933,0
7732,4275,0
25502,6882,0
29509,6772,0
10091,25189,0
20691,4905,0
19494,2059,0
6413,26153,0
16316,19134,0
22393,22275,0
11170,27161,0
23677,19430,0
21679,21938,0
10303,30119,0
9502,22517,0
5026,16655,0
16731,27028,0
21189,24796,0
20516,2530,0
18328,30180,0
2636,24631,0
20121,9814,0
1325,2546,0
12667,7780,0
22366,28205,0
10166,22476,0
5072,22298,0
22830,27310,0
7153,5274,0
13670,29055,0
4531,23452,0
24003,18293,0
16198,6254,0
20097,6227,0
712,25368,0
16383,19835,0
13953,13828,0
9662,15675,0
16060,16920,0
25810,3987,0
6924,28692,0
18894,10918,0
22045,14539,0
20292,8845,0
136,8436,0
4260,20942,0
27405,17417,0
11633,1630,0
15034,19061,0
8311,582,0
10561,20089,0
22750,20034,0
966,14857,0
7923,19428,0
30111,2955,0
23572,10693,0
8752,20448,0
19465,25700,0
17566,13163,0
15972,17159,0
24194,3063,0
3838,16020,0
22917,1432,0
21106,8297,0
24417,18698,0
9885,30321,0
14991,760,0
6807,29548,0
11029,26581,0
18572,10922,0
14121,12469,0
14802,13353,0
22150,16317,0
25450,4305,0
8235,15641,0
12346,13503,0
2993,10450,0
4455,3848,0
18709,16578,0
28210,6521,0
17507,17984,0
9184,16268,0
15351,25951,0
4082,17146,0
26566,28879,0
19079,19525,0
30653,9283,0
12406,16832,0
30028,9514,0
9049,2417,0
28551,23678,0
1287,17061,0
4839,5187,0
1002,26416,0
28091,11483,0
25477,24548,0
20663,5344,0
7813,25990,0
25745,1346,0
6585,7646,0
28975,6925,0
10363,10862,0
11192,2304,0
15541,16003,0
9680,11790,0
8431,19442,0
18374,30601,0
25425,189,0
6611,6773,0
26427,5829,0
7693,11566,0
16451,22310,0
27477,9636,0
16932,9436,0
3640,27806,0
28631,27632,0
130,18624,0
828,22330,0
23441,21555,0
2150,12567,0
26737,26576,0
16549,23450,0
19501,21463,0
28588,25210,0
28538,9770,0
19904,16419,0
2097,20355,0
1428,22395,0
8754,4228,0
11285,13837,0
188,5263,0
23710,3106,0
8390,6405,0
12507,29076,0
18481,22194,0
4810,17869,0
30152,24490,0
12227,30564,0
5619,9566,0
14182,16269,0
13138,3374,0
3523,19941,0
24821,30660,0
14228,30659,0
26797,27722,0
11691,11027,0
3790,5248,0
22580,3846,0
18694,1404,0
16834,29494,0
1381,24707,0
18877,9553,0
4968,27047,0
21202,9665,0
26828,16161,0
1734,9035,0
29795,14030,0
20336,572,0
6181,25260,0
3917,27212,0
9575,19087,0
6359,17542,0
14780,5960,0
3895,16322,0
29037,5222,0
2920,4847,0
7382,3815,0
11686,4313,0
7107,13830,0
25882,29160,0
11415,25031,0
26692,9246,0
25788,24950,0
22273,12209,0
25694,18453,0
30429,5808,0
896,22057,0
540,19140,0
17379,12488,0
53,21696,0
10357,14978,0
22920,13647,0
23885,1399,0
17431,3729,0
25770,13280,0
26024,21317,0
28579,7377,0
25034,25020,0
29533,17818,0
25444,190,0
15217,27560,0
6382,3987,0
2374,1716,0
15952,5508,0
13198,6890,0
22858,9116,0
24616,27425,0
3437,16670,0
9389,11576,0
28802,19992,0
3980,2330,0
14580,7197,0
12268,16559,0
23213,20148,0
111,277,0
26768,21787,0
1598,11877,0
24569,1800,0
15280,22219,0
29279,28112,0
14647,13426,0
24172,5947,0
21870,14452,0
25249,2174,0
30232,20780,0
2431,6798,0
12575,6153,0
10801,9829,0
3948,7377,0
18107,4932,0
26715,9708,0
9896,29603,0
9276,9202,0
25414,10678,0
23136,21898,0
19754,8000,0
27031,6984,0
13290,27772,0
16475,14561,0
2520,28899,0
26635,16415,0
6653,19942,0
20402,26906,0
3745,9652,0
19361,10312,0
28905,17535,0
12360,9368,0
1805,22572,0
22477,12426,0
17014,23099,0
6486,17707,0
14263,16083,0
11925,10990,0
23148,22876,0
28924,13178,0
19172,13541,0
16445,15600,0
21780,9960,0
22172,26988,0
21074,29745,0
26160,13390,0
6790,29171,0
24070,28111,0
17894,4312,0
7,8074,0
25294,1364,0
27523,16926,0
20779,7233,0
11741,16545,0
25389,10944,0
10039,28937,0
23565,4838,0
5743,29540,0
12548,12411,0
21906,6595,0
21491,11187,0
16051,21766,0
27135,5416,0
15944,7084,0
21004,2044,0
28286,26127,0
343,10558,0
20826,24389,0
9665,10254,0
17077,26914,0
13312,29032,0
20465,16541,0
12842,16301,0
24395,26761,0
29571,3752,0
7426,30518,0
19109,20382,0
27188,152,0
19035,19649,0
25530,15751,0
16842,7503,0
23534,20333,0
14402,19671,0
20990,24360,0
16875,330,0
20282,27978,0
8486,8268,0
29296,11660,0
22330,1538,0
16088,28357,0
20693,14543,0
18093,23262,0
20942,4266,0
29234,26445,0
10160,384,0
2911,5653,0
27651,28340,0
19388,12106,0
24249,11499,0
2268,17236,0
10400,26395,0
4326,2638,0
11814,6815,0
671,28705,0
8355,6816,0
30356,1904,0
21705,4287,0
15936,11102,0
21913,27924,0
368,1496,0
18998,14016,0
206,19837,0
1542,21823,0
21,23126,0
28503,10581,0
7758,21470,0
4744,9481,0
20747,27067,0
14240,24017,0
17396,19478,0
29045,30007,0
20354,22668,0
26447,27948,0
20388,8351,0
4194,17205,0
30161,14286,0
23675,28915,0
28212,4505,0
24265,8629,0
25915,13871,0
29467,9431,0
29259,12243,0
21695,7001,0
20024,2366,0
8895,17332,0
38,14603,0
22407,29778,0
23826,8882,0
10544,20565,0
9069,12433,0
17008,20046,0
2760,27539,0
28657,3295,0
11539,1230,0
23892,28018,0
2305,1734,0
3725,23558,0
8731,11647,0
6505,27330,0
24213,15467,0
11235,14116,0
22666,26409,0
10336,22173,0
16829,29469,0
8148,3689,0
5095,4947,0
10785,22495,0
20184,17910,0
10160,14835,0
2080,24388,0
10532,18901,0
10327,28032,0
12611,13046,0
2999,28612,0
4866,3313,0
6083,21845,0
12300,20706,0
4138,27433,0
10462,28473,0
12414,29435,0
17669,20915,0
24666,21983,0
8224,14673,0
9898,6067,0
5272,4868,0
17433,22439,0
16107,3456,0
20022,24191,0
14964,17193,0
150,25887,0
12911,17979,0
10689,367,0
3995,18692,0
10337,556,0
15426,20405,0
22177,20346,0
4137,14632,0
10461,5011,0
13458,25463,0
2716,18356,0
19288,20949,0
22884,1048,0
13158,14414,0
25751,9522,0
717,23241,0
23022,22177,0
1720,28343,0
28677,6749,0
5349,12102,0
17833,1875,0
14581,412,0
28717,24849,0
12530,26496,0
27120,23926,0
20772,20698,0
27301,7074,0
662,4377,0
15352,20654,0
16870,20470,0
6307,18423,0
20427,5179,0
16563,1388,0
12424,9446,0
10519,13369,0
11422,3682,0
25131,20816,0
6212,28621,0
465,5862,0
5104,27633,0
27907,27370,0
16465,12811,0
29382,2817,0
24251,14941,0
16556,10649,0
18335,28438,0
19838,16653,0
26479,12954,0
10777,13522,0
16739,14642,0
3883,1231,0
25840,22323,0
17417,7663,0
7892,18974,0
15210,25890,0
17099,21945,0
26907,6919,0
27576,20914,0
24513,22663,0
2514,13077,0
21367,19401,0
16933,21400,0
16451,3180,0
4870,15636,0
29836,7976,0
14921,11681,0
7310,4303,0
2740,22071,0
731,13814,0
25805,22027,0
7378,12234,0
15812,29517,0
23911,36,0
11582,27632,0
16781,18140,0
8935,13054,0
14102,19731,0
26981,25791,0
5506,27132,0
7501,6924,0
12566,16570,0
18717,25130,0
30523,27765,0
19063,852,0
16240,3964,0
2965,27383,0
6760,10677,0
11242,21677,0
2520,11418,0
11314,19052,0
16968,12564,0
20039,21527,0
16890,14422,0
2511,5220,0
24645,25084,0
1389,23999,0
20210,29444,0
22396,19682,0
12655,17780,0
13852,16036,0
14655,16719,0
6750,21528,0
13984,14012,0
29806,2894,0
13249,21970,0
12953,2034,0
22142,17857,0
8962,3522,0
28998,10964,0
9779,29538,0
21886,7449,0
864,10410,0
26475,16708,0
5929,25673,0
7616,27706,0
24336,6076,0
17276,30362,0
9068,6556,0
6814,1303,0
23005,1270,0
8816,12913,0
11768,14909,0
17655,25735,0
12154,6301,0
23544,1106,0
23147,6307,0
17694,13731,0
16902,15807,0
14008,12248,0
14450,10077,0
24013,4576,0
30377,2991,0
1625,24785,0
2245,12354,0
12650,14562,0
29259,25544,0
22054,25174,0
5555,13657,0
22501,7303,0
22668,5647,0
2952,12325,0
5568,1079,0
29106,11033,0
28326,26651,0
1612,14771,0
22024,16251,0
18925,7407,0
22217,7770,0
5506,3439,0
26396,23075,0
5168,937,0
4842,23586,0
22569,5949,0
6009,21505,0
12529,3267,0
15923,6910,0
22203,8839,0
8601,6181,0
10224,2629,0
10272,15449,0
19830,30288,0
21066,26980,0
28703,3738,0
11955,13557,0
16941,25185,0
4988,8234,0
21266,4479,0
28151,27017,0
28047,4645,0
23318,9860,0
29228,15720,0
266,15978,0
18859,22303,0
2394,18584,0
8839,1112,0
20810,2925,0
13123,15268,0
13065,26805,0
30191,12123,0
24697,18856,0
27182,18935,0
23188,2242,0
9725,13466,0
7659,23301,0
22751,28712,0
8796,14265,0
29627,3105,0
17394,8425,0
25303,27416,0
385,4705,0
28449,30606,0
7910,15852,0
8876,14860,0
3928,2883,0
29946,22019,0
437,13105,0
6592,9422,0
3838,12651,0
11721,11384,0
2395,30553,0
29277,18918,0
20429,7340,0
7043,10399,0
12052,16520,0
24713,20574,0
17381,25290,0
25656,18181,0
22793,2522,0
14261,5554,0
14648,18323,0
3473,7601,0
2408,26896,0
15609,6841,0
18152,18927,0
23478,10808,0
10443,20929,0
27294,22945,0
17634,3698,0
1976,1728,0
9223,16678,0
28660,227,0
27063,13516,0
12698,26601,0
145,19305,0
27790,23402,0
16824,4216,0
22724,3366,0
2157,20697,0
680,30491,0
20062,6280,0
29105,8529,0
11850,8017,0
5631,2033,0
23559,10008,0
4868,4327,0
6575,21434,0
16508,6594,0
7982,10430,0
26449,20330,0
3008,18362,0
17226,26370,0
789,4423,0
27370,12742,0
16291,16515,0
14718,6299,0
13403,17985,0
4689,4871,0
21676,456,0
26285,16748,0
19255,9827,0
21200,18363,0
1905,8609,0
21594,28624,0
22922,8358,0
27930,9888,0
18461,26925,0
19863,19147,0
25893,7180,0
21898,21831,0
7215,27987,0
30486,19284,0
18280,2818,0
1874,20090,0
6817,9635,0
6154,4451,0
20061,8532,0
22429,2738,0
1089,30471,0
2645,26654,0
28947,6108,0
25520,9195,0
5292,5779,0
20663,13179,0
4632,23423,0
1963,21313,0
20636,26264,0
3297,23175,0
17714,20237,0
2936,5124,0
15215,9147,0
24053,9136,0
17636,17637,0
11991,29970,0
8504,13760,0
20554,29954,0
24682,25119,0
19056,18116,0
228,11024,0
21754,21953,0
15476,26331,0
3667,12158,0
11584,19867,0
22769,16297,0
13085,9978,0
9623,8659,0
12641,27342,0
3228,28757,0
14415,11547,0
14214,5524,0
3755,29935,0
20327,17014,0
8423,10498,0
22382,24688,0
21726,26619,0
14737,27073,0
28077,1247,0
4168,23552,0
16808,18132,0
11227,4381,0
17833,13753,0
8887,26425,0
821,27534,0
24375,25334,0
1674,16536,0
8677,5029,0
24505,25975,0
1314,10363,0
26991,25659,0
28090,23858,0
28989,2358,0
9604,26491,0
18538,22727,0
12535,14249,0
18062,7852,0
16302,28407,0
21102,18432,0
25321,23859,0
16963,13607,0
13716,26157,0
24663,25247,0
11317,6214,0
24241,8614,0
18770,26057,0
19946,9566,0
16868,7081,0
16017,13501,0
8204,11447,0
27193,20204,0
22532,28220,0
18124,5139,0
18024,18795,0
4256,1428,0
7456,19124,0
19134,6890,0
29338,7930,0
12817,7336,0
7956,12391,0
18759,2254,0
13554,6790,0
23111,7510,0
15977,38,0
106,27300,0
4452,19418,0
15717,2624,0
2669,29211,0
11648,1423,0
14512,15128,0
2484,26748,0
17404,3808,0
18414,8167,0
29873,12857,0
11441,22869,0
742,2818,0
19260,23494,0
5426,29290,0
26292,3841,0
671,20801,0
19934,14596,0
18014,8619,0
9421,7777,0
20601,5832,0
21584,2276,0
8558,11251,0
27584,26635,0
11429,6044,0
21552,8431,0
905,13959,0
26526,4892,0
29250,7937,0
2375,5363,0
11305,17195,0
28264,735,0
22421,21554,0
3961,7679,0
20853,26852,0
7523,10927,0
16841,600,0
25625,20349,0
2721,2352,0
26661,15743,0
24445,23695,0
3960,12859,0
20715,2343,0
18752,6535,0
9321,28824,0
702,13794,0
2547,10170,0
3873,29771,0
7762,11059,0
15141,22197,0
27011,14835,0
9270,6803,0
10307,26156,0
20559,18058,0
2229,18346,0
4841,11976,0
6120,22381,0
22681,17855,0
6307,10028,0
7954,11644,0
20509,16455,0
14734,6466,0
20999,8953,0
10815,28394,0
14252,6538,0
7740,11232,0
9017,24479,0
9696,13298,0
83,11827,0
309,11034,0
29352,26409,0
28592,9621,0
4597,5001,0
2207,21453,0
21299,29432,0
27380,8131,0
19516,10168,0
21413,12390,0
12797,11327,0
12945,2246,0
1447,20766,0
26576,23016,0
17019,28806,0
2151,1048,0
17993,3414,0
11082,14084,0
15044,22589,0
14864,13868,0
29498,22828,0
16954,9025,0
3279,8906,0
7641,30575,0
8895,2983,0
723,9106,0
20272,2222,0
20279,25559,0
10737,4868,0
16283,16526,0
7514,13478,0
14534,3510,0
23255,4421,0
5159,27654,0
10496,15231,0
24280,28255,0
29848,16509,0
22837,27554,0
2562,7955,0
27291,17060,0
15843,19951,0
15924,15601,0
16229,5993,0
6511,2543,0
12242,25395,0
4685,28941,0
15558,9666,0
15785,6012,0
3099,9405,0
11439,27070,0
2344,2040,0
14458,14174,0
15438,3159,0
18574,28951,0
10142,5644,0
20815,539,0
9096,28174,0
17416,18432,0
8438,15036,0
25502,20332,0
16280,12341,0
3071,18014,0
20886,7777,0
12330,1696,0
25273,24489,0
24909,2811,0
29557,1645,0
4387,9751,0
21997,10677,0
1578,5392,0
18370,5824,0
17290,27090,0
1990,21668,0
23382,22251,0
3144,18509,0
24484,1588,0
2733,24591,0
13517,28573,0
2789,27243,0
10462,14846,0
6534,17000,0
14662,19771,0
28618,1502,0
26056,21643,0
22047,5144,0
13522,18715,0
28468,16713,0
91,9582,0
1694,10295,0
21979,29173,0
27310,21665,0
19063,2252,0
24842,12396,0
29032,21758,0
28561,29426,0
30638,25662,0
24855,6233,0
1486,25031,0
5312,2064,0
19159,22607,0
18571,2967,0
11001,26790,0
16643,29363,0
1808,13143,0
18762,18980,0
23469,17848,0
11203,18161,0
5880,29208,0
8924,3846,0
13529,21822,0
3299,21432,0
22582,16781,0
21068,13406,0
10891,11429,0
30162,17444,0
26654,9130,0
24022,29950,0
20541,29460,0
17597,2723,0
10955,16828,0
7862,19802,0
14341,19655,0
29389,2868,0
24809,3622,0
28125,22584,0
27642,1767,0
8347,25382,0
12977,29230,0
4677,12690,0
9430,11621,0
28097,21177,0
20110,22516,0
16449,9250,0
3022,13626,0
2363,9065,0
7589,21136,0
16299,5563,0
11578,6589,0
26386,6835,0
5613,11807,0
8122,13581,0
3842,3785,0
4355,8675,0
17845,13887,0
4885,18720,0
8672,10732,0
19479,441,0
375,29043,0
26277,29052,0
24661,25082,0
14,19993,0
2800,1199,0
17410,5851,0
26204,16540,0
1482,30608,0
17281,27119,0
24391,22470,0
4587,8459,0
9772,13138,0
10472,28530,0
22466,30573,0
8153,21170,0
20069,23225,0
17752,13400,0
30324,7930,0
20232,18959,0
6636,24537,0
1145,3853,0
23441,19620,0
16200,12463,0
344,25243,0
11162,16418,0
11771,23067,0
607,30121,0
21901,21673,0
22704,26620,0
3008,20632,0
24029,29575,0
3840,29321,0
11511,12096,0
