h_entity,t_entity,relation
9365,1081,0
4471,1929,0
25603,2216,0
28992,3986,0
8041,2651,0
5142,3899,0
10573,2692,0
26353,4001,0
25051,1298,0
9637,3341,0
4737,1298,0
15818,2237,0
18831,3744,0
25907,1298,0
9610,1011,0
13370,912,0
10432,198,0
20909,3899,0
6991,1849,0
21061,3078,0
9875,251,0
28677,1250,0
14418,1929,0
5584,3457,0
23260,3794,0
27088,3095,0
16471,1929,0
22945,454,0
28591,3132,0
26348,3899,0
12945,1298,0
8523,3986,0
17614,117,0
23236,319,0
27981,1298,0
28532,3899,0
15746,1929,0
23037,1929,0
16717,1929,0
4728,1099,0
22055,2657,0
7884,1298,0
17912,2593,0
23082,2187,0
20291,1614,0
5105,676,0
13726,1250,0
15444,1298,0
11757,880,0
28110,1680,0
18881,1298,0
16673,1298,0
17102,617,0
5038,3827,0
26016,2029,0
28733,3669,0
23459,1298,0
26301,1929,0
27524,1929,0
5475,1298,0
16213,4001,0
28991,4006,0
20524,1298,0
26518,3038,0
28511,1929,0
12502,483,0
26953,3053,0
28569,1108,0
13351,780,0
16164,2392,0
11213,912,0
7084,1250,0
20709,1473,0
21003,1298,0
7615,3671,0
27124,2478,0
6915,1668,0
6586,1261,0
17493,4031,0
18449,1929,0
19352,3298,0
25022,4001,0
28151,2167,0
21931,1668,0
23150,1929,0
25632,1724,0
14370,1929,0
10350,1929,0
11862,305,0
18255,2773,0
16922,3341,0
6455,2845,0
26277,1929,0
28009,1935,0
28711,1929,0
14485,2392,0
27698,2392,0
28298,1568,0
21077,1929,0
8746,1929,0
9576,1298,0
25570,2648,0
10630,3754,0
12807,2957,0
8781,1298,0
11334,3762,0
26206,1919,0
8527,3986,0
7879,2265,0
22465,2415,0
7771,75,0
14179,3899,0
13323,177,0
8801,2105,0
24523,2353,0
28072,2980,0
23142,2912,0
9208,614,0
19941,1298,0
11315,3305,0
11659,890,0
22908,2648,0
22851,2392,0
23701,4001,0
14804,1929,0
14830,2478,0
15993,1298,0
16539,3899,0
28018,1929,0
17798,1298,0
16751,1929,0
26670,2665,0
16899,1123,0
14556,1929,0
5121,1614,0
10197,2141,0
20481,2478,0
10825,3321,0
24169,1944,0
21968,237,0
25097,1857,0
23830,3547,0
25496,3994,0
17541,1929,0
18110,1649,0
21221,1929,0
22438,3720,0
7768,1298,0
27468,2499,0
19404,2500,0
7207,1929,0
18520,2713,0
11505,1298,0
17086,1840,0
15408,1298,0
24358,517,0
13319,1298,0
10805,1118,0
24686,890,0
20895,3260,0
14642,3142,0
14009,14,0
27362,3773,0
25718,4001,0
18204,1298,0
17253,516,0
18346,912,0
11059,1929,0
8744,2216,0
24311,3249,0
7343,2659,0
11084,3899,0
11810,3899,0
8203,1899,0
25677,1298,0
9608,4001,0
13526,1929,0
20462,1298,0
22442,912,0
27045,1929,0
24136,1929,0
11301,3355,0
8347,96,0
17044,912,0
17438,1929,0
4386,1382,0
5970,2209,0
8834,1929,0
9484,1929,0
9153,264,0
20779,378,0
5996,450,0
12024,1298,0
20398,1140,0
18805,3765,0
10393,2414,0
18694,1929,0
8375,117,0
6686,2216,0
19978,3094,0
11795,3136,0
8146,1860,0
24252,912,0
21264,75,0
26505,1298,0
4259,1929,0
24459,358,0
12620,1843,0
14905,1680,0
25626,1929,0
26275,1298,0
22075,2392,0
22927,938,0
20100,1929,0
21125,1929,0
17278,1483,0
6114,1929,0
14731,912,0
15037,3968,0
7836,1935,0
15663,1329,0
28576,3341,0
28332,1298,0
15677,2870,0
6992,1614,0
27129,1929,0
8330,1929,0
12862,1298,0
26529,1298,0
25330,2387,0
8897,4050,0
15120,1801,0
25886,1298,0
5609,2289,0
22119,1298,0
21237,1929,0
10611,1929,0
15900,1475,0
25380,1298,0
12739,1289,0
16668,1929,0
28550,2216,0
25096,3801,0
21785,1929,0
25313,2734,0
17145,3080,0
20007,3341,0
5646,592,0
23002,1298,0
27890,1298,0
5394,282,0
23382,1929,0
21680,2873,0
24464,1298,0
23251,3536,0
10967,1298,0
16496,3641,0
18376,912,0
23396,535,0
13373,1929,0
4869,1298,0
20673,450,0
26674,1927,0
22194,4001,0
10463,2866,0
7517,1298,0
11624,1668,0
22704,1032,0
22330,662,0
4479,1929,0
19456,3341,0
26610,1929,0
28065,2478,0
25770,1298,0
18256,890,0
6916,19,0
14391,1929,0
24922,561,0
22741,1298,0
14630,1480,0
17065,3660,0
20084,2120,0
5412,1614,0
5057,1298,0
15512,1298,0
21546,3651,0
4130,1298,0
23535,4022,0
15039,1929,0
26108,1298,0
24182,3769,0
18736,2593,0
12973,1569,0
8720,1123,0
28070,4046,0
17582,640,0
27632,1298,0
10801,1298,0
13017,1929,0
21003,1929,0
25196,2671,0
7062,1929,0
22616,3047,0
27749,2603,0
25004,1298,0
11963,1929,0
6556,1298,0
7959,1106,0
16917,4079,0
11301,3490,0
12066,2399,0
7395,14,0
21825,14,0
18841,1929,0
19315,812,0
24602,2571,0
5439,3759,0
20565,3811,0
21741,3986,0
9172,912,0
17766,3318,0
25829,1614,0
16076,1298,0
5965,260,0
11948,3990,0
25120,3837,0
12095,4001,0
16922,3167,0
24508,1614,0
14509,2392,0
29037,1929,0
17007,3154,0
25322,1929,0
8088,1835,0
21762,1990,0
25561,3643,0
5394,1106,0
10272,2478,0
19314,2864,0
20233,1298,0
4695,1929,0
21754,1929,0
22714,1929,0
4678,1929,0
19331,3473,0
20391,1929,0
9320,4001,0
11339,177,0
25581,444,0
5743,3651,0
17286,1298,0
10398,2214,0
24663,44,0
10995,1929,0
9272,1046,0
17763,1929,0
23664,1192,0
6372,3559,0
21610,2418,0
6427,1298,0
8798,1614,0
23348,1929,0
16545,2456,0
19557,3150,0
7473,1929,0
7484,2188,0
12771,3671,0
8364,1006,0
6249,1929,0
12834,1929,0
28405,2392,0
12028,2028,0
26475,1929,0
22793,2392,0
27125,1929,0
4252,1298,0
23567,2456,0
15228,1298,0
8565,259,0
28814,1929,0
16394,1929,0
13220,1298,0
21296,3651,0
26914,1271,0
11421,3560,0
23328,1060,0
9601,1298,0
24444,1690,0
14887,2593,0
23350,1935,0
23619,1786,0
8688,1099,0
19811,1298,0
12253,3358,0
23635,1614,0
25175,890,0
24586,1929,0
16780,2106,0
6013,1298,0
19095,1106,0
15970,2522,0
6219,1899,0
8150,540,0
17384,1614,0
20543,3587,0
14169,44,0
24378,1268,0
19156,1366,0
11465,3066,0
8946,3341,0
12347,3069,0
20729,1298,0
12660,3721,0
7171,1929,0
9048,1929,0
16839,2456,0
10411,1929,0
17451,3432,0
14588,1614,0
10252,2307,0
23143,1929,0
12349,2028,0
28555,1207,0
17269,4064,0
20377,1929,0
27295,2512,0
10549,1929,0
8408,2644,0
8264,2456,0
23700,11,0
16736,2478,0
4371,2516,0
20485,1298,0
19636,14,0
7878,2593,0
18508,1929,0
10274,1298,0
10809,1298,0
25651,1298,0
10132,3341,0
15171,1298,0
23551,1298,0
19086,2648,0
16413,1929,0
6717,540,0
18987,676,0
17960,938,0
28001,1929,0
21054,1929,0
24108,1298,0
13528,1250,0
22368,1298,0
27187,3070,0
18488,1680,0
13806,2185,0
4848,1298,0
6331,2478,0
7175,3899,0
25120,3677,0
22200,430,0
16131,1929,0
13760,938,0
11946,3078,0
12364,1298,0
13793,2692,0
11846,44,0
8808,1483,0
5812,2480,0
14719,2392,0
4906,145,0
27108,3341,0
28655,3893,0
13913,1063,0
16564,463,0
24210,3103,0
13687,627,0
24450,1434,0
18644,1953,0
11424,1298,0
11161,1558,0
13690,3899,0
20119,3986,0
12496,1298,0
12721,1975,0
28615,264,0
17601,1451,0
18475,1298,0
23499,4001,0
26800,1929,0
12513,3200,0
14770,1298,0
23294,1614,0
16768,1192,0
12714,3104,0
14644,3899,0
19893,3899,0
25068,3899,0
24438,2074,0
21083,4001,0
10642,282,0
26844,1929,0
8804,1929,0
8513,890,0
5452,3180,0
19506,778,0
19546,2806,0
15525,1551,0
22845,389,0
15059,14,0
8167,1298,0
9145,251,0
13523,3899,0
8731,4001,0
15253,1929,0
9126,1929,0
24046,890,0
28973,2583,0
23361,1298,0
26939,1929,0
11619,1298,0
18510,2392,0
11546,208,0
17001,551,0
27891,3899,0
23288,1929,0
12946,1298,0
25065,2216,0
12114,1929,0
26714,1935,0
9607,19,0
19455,2153,0
26209,2392,0
18345,1675,0
28549,2457,0
28967,389,0
13030,4000,0
14116,1472,0
10116,938,0
14939,1929,0
22267,3039,0
12664,1263,0
23065,1208,0
22388,3929,0
5617,1298,0
14751,1919,0
7125,811,0
5154,3899,0
17199,1929,0
9641,4001,0
16001,1929,0
7788,1680,0
